Code,SEQNUM,RECID,Description,Name,COV,TOS1,CONVERTDateAdded,CONVERTEffectiveDate,CONVERTTerminationDate,ACTION CD
G9530,10,3,Patient presented with a minor blunt head trauma  and had a head ct ordered for trauma by an emergency care provider,Pt mbht hd ct ord ec prov,C,1,20160101,20190101,,N
G9531,10,3,"Patient has documentation of ventricular shunt, brain tumor, multisystem trauma, or is currently taking an antiplatelet medication including: abciximab, anagrelide, cangrelor, cilostazol, clopidogrel, dipyridamole, eptifibatide, prasugrel, ticlopidine, ticagrelor, tirofiban, or vorapaxar",Pt doc,C,1,20160101,20200101,,C
G9532,10,3,Patient had a head ct for trauma ordered by someone other than an emergency care provider  or was ordered for a reason other than trauma,Pt hd ct ord,C,1,20160101,20190101,,N
G9533,10,3,Patient with minor blunt head trauma did not have an appropriate indication(s) for a head ct,Indic for head ct not valid,C,1,20160101,20160101,,N
G9534,10,3,"Advanced brain imaging (cta, ct, mra or mri) was not ordered",Adv brain image not ordered,C,1,20160101,20190101,20181231,N
G9535,10,3,Patients with a normal neurological examination,Normal neuro exam,C,1,20160101,20190101,20181231,N
G9536,10,3,"Documentation of medical reason(s) for ordering an advanced brain imaging study (i.e., patient has an abnormal neurological examination; patient has the coexistence of seizures, or both; recent onset of severe headache; change in the type of headache; signs of increased intracranial pressure (e.g., papilledema, absent venous pulsations on funduscopic examination, altered mental status, focal neurologic deficits, signs of meningeal irritation); hiv-positive patients with a new type of headache; immunocompromised patient with unexplained headache symptoms; patient on coagulopathy/anti-coagulation or anti-platelet therapy; very young patients with unexplained headache symptoms)",Doc med reas adv brain image,C,1,20160101,20190101,20181231,N
G9537,10,3,"Documentation of system reason(s) for obtaining imaging of the head (ct or mri) (i.e., needed as part of a clinical trial; other clinician ordered the study)",Doc sysm rsn img hd,C,1,20160101,20190101,,N
G9538,10,3,"Advanced brain imaging (cta, ct, mra or mri) was ordered",Adv brain image ordered,C,1,20160101,20190101,20181231,N
G9539,10,3,Intent for potential removal at time of placement,Intent pot remv time placemt,C,1,20160101,20160101,,N
G9540,10,3,Patient alive 3 months post procedure,Pt alive 3 mos post proc,C,1,20160101,20160101,,N
G9541,10,3,Filter removed within 3 months of placement,Filter rem 3 mon plmt,C,1,20160101,20180101,,N
G9542,10,3,Documented re-assessment for the appropriateness of filter removal within 3 months of placement,Doc reass appr remo filt 3ms,C,1,20160101,20160101,,N
G9543,10,3,Documentation of at least two attempts to reach the patient to arrange a clinical re-assessment for the appropriateness of filter removal within 3 months of placement,Doc 2x re-assess filt remov,C,1,20160101,20160101,,N
G9544,10,3,"Patients that do not have the filter removed, documented re-assessment for the appropriateness of filter removal, or documentation of at least two attempts to reach the patient to arrange a clinical re-assessment for the appropriateness of filter removal within 3 months of placement",No filt remov w/in 3mos plcm,C,1,20160101,20160101,,N
G9547,10,3,"Cystic renal lesion that is simple appearing (bosniak i or ii) , or adrenal lesion  less than or equal to 1.0 cm or adrenal lesion greater than 1.0 cm but less than or equal to 4.0 cm classified as likely benign by unenhanced ct or washout protocol ct, or mri with in- and opposed-phase sequences or other equivalent institutional imaging protocols",Cys ren les or adren,C,1,20160101,20200101,,C
G9548,10,3,Final reports for imaging studies stating no  follow-up imaging is recommended,No f/u rec image study,C,1,20160101,20200101,,C
G9549,10,3,"Documentation of medical reason(s) that follow-up imaging is indicated (e.g., patient has lymphadenopathy, signs of metastasis or an active diagnosis or history of cancer, and other medical reason(s))",Doc med rsn for f/u imag,C,1,20160101,20200101,,C
G9550,10,3,Final reports for imaging studies with follow-up imaging recommended,Imag rec,C,1,20160101,20200101,,C
G9551,10,3,Final reports for imaging studies without an incidentally found lesion noted,Imag no les,C,1,20160101,20200101,,C
G9552,10,3,Incidental thyroid nodule < 1.0 cm noted in report,Inc thyr node <1.0 in rpt,C,1,20160101,20160101,,N
G9553,10,3,Prior thyroid disease diagnosis,Prior thyroid dise dx,C,1,20160101,20160101,,N
G9554,10,3,"Final reports for ct, cta, mri or mra of the chest or neck or ultrasound of the neck with follow-up imaging recommended",Ct/cta/mri/a chst foll rec,C,1,20160101,20170101,,N
G9555,10,3,"Documentation of medical reason(s) for recommending follow up imaging (e.g., patient has multiple endocrine neoplasia, patient has cervical lymphadenopathy, other medical reason(s))",Doc med rsn for follup image,C,1,20160101,20170101,,N
G9556,10,3,"Final reports for ct, cta, mri or mra of the chest or neck or ultrasound of the neck with follow-up imaging not recommended",Ct/cta/mri/a no follup imag,C,1,20160101,20170101,,N
G9557,10,3,"Final reports for ct, cta, mri or mra studies of the chest or neck or ultrasound of the neck without an incidentally found thyroid nodule < 1.0 cm noted or no nodule found",Ct/cta/mri/a no thyr <1.0cm,C,1,20160101,20170101,,N
G9558,10,3,Patient treated with a beta-lactam antibiotic as definitive therapy,Tx beta-lactam abx therapy,C,1,20160101,20160101,,N
G9559,10,3,"Documentation of medical reason(s) for not prescribing a beta-lactam antibiotic (e.g., allergy, intolerance to beta-lactam antibiotics)",Doc med reas no abx therapy,C,1,20160101,20160101,,N
G9560,10,3,"Patient not treated with a beta-lactam antibiotic as definitive therapy, reason not given","No beta-lactam abx ther, rng",C,1,20160101,20160101,,N
G9561,10,3,Patients prescribed opiates for longer than six weeks,Presc opiates >6 wks,C,1,20160101,20160101,,N
G9562,10,3,Patients who had a follow-up evaluation conducted at least every three months during opioid therapy,Foll-up eval q3mo opiod tx,C,1,20160101,20160101,,N
G9563,10,3,Patients who did not have a follow-up evaluation conducted at least every three months during opioid therapy,No f/u eval q3mo opiod tx,C,1,20160101,20160101,,N
G9572,10,3,Index date phq-score greater than 9 documented during the twelve month denominator identification period,Phq-scr >9 doc in 12m time,C,1,20160101,20170101,20161231,N
G9573,10,3,Adult patients 18 years of age or older with major depression or dysthymia who did not reach remission at six months as demonstrated by a six month (+/-60 days) phq-9 or phq-9m score of less than five,Adl pt md or dys rem 6 mon,C,1,20160101,20190101,,N
G9574,10,3,Adult patients 18 years of age or older with major depression or dysthymia who did not reach remission at six months as demonstrated by a six month (+/-60 days) phq-9 or phq-9m score of less than five; either phq-9 or phq-9m score was not assessed or is greater than or equal to five,Adl pt md dys no rem 6 mon,C,1,20160101,20190101,,N
G9577,10,3,Patients prescribed opiates for longer than six weeks,Presc opiates >6 wks,C,1,20160101,20160101,,N
G9578,10,3,Documentation of signed opioid treatment agreement at least once during opioid therapy,Doc opioid tx 1x during ther,C,1,20160101,20160101,,N
G9579,10,3,No documentation of signed an opioid treatment agreement at least once during opioid therapy,No doc opioid tx 1x at ther,C,1,20160101,20160101,,N
G9580,10,3,Door to puncture time of less than 2 hours,Door to punc time <2hrs,C,1,20160101,20160101,,N
G9581,10,3,"Door to puncture time of greater than 2 hours for reasons documented by clinician (e.g., patients who are transferred from one institution to another with a known diagnosis of cva for endovascular stroke treatment; hospitalized patients with newly diagnosed cva considered for endovascular stroke treatment)","Md doc, door to punc tm >2hr",C,1,20160101,20170101,20161231,N
G9582,10,3,"Door to puncture time of greater than 2 hours, no reason given","Door to punc time >2hr, nrg",C,1,20160101,20160101,,N
G9583,10,3,Patients prescribed opiates for longer than six weeks,Presc opiates >6 wks,C,1,20160101,20160101,,N
G9584,10,3,"Patient evaluated for risk of misuse of opiates by using a brief validated instrument (e.g., opioid risk tool, soapp-r) or patient interviewed at least once during opioid therapy",Eval opioid use instr/pt int,C,1,20160101,20170101,,N
G9585,10,3,"Patient not evaluated for risk of misuse of opiates by using a brief validated instrument (e.g., opioid risk tool, soapp-r) or patient not interviewed at least once during opioid therapy",No eval opi use instr/intv,C,1,20160101,20170101,,N
G9593,10,3,Pediatric patient with minor blunt head trauma classified as low risk according to the pecarn prediction rules,Low pecarn ped head trauma,C,1,20160101,20160101,,N
G9594,10,3,Patient presented with a minor blunt head trauma and had a head ct ordered for trauma by an emergency care provider,Pt mbht hd ct ord ec prov,C,1,20160101,20190101,,N
